loc_rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_dens,ra,dec,st_teff,st_mass,st_rad,pl_masse,pl_rade
2841,Kepler-553,Transit,2,4.03046804,,,,298.550829,48.332455,5266,0.92,0.85,,4.63
2842,Kepler-553,Transit,2,328.2399546,,,,298.550829,48.332455,5266,0.92,0.85,,11.2
2843,Kepler-554,Transit,1,1.90220856,,,,296.406853,51.358154,5447,0.93,0.92,,4.29
2844,Kepler-555,Transit,1,16.21775407,,,,285.516852,38.932408,5894,1.03,1.04,,2.83
2845,Kepler-556,Transit,1,11.72292176,,,,290.529444,38.942671,5740,1,0.98,,2.24
2846,Kepler-557,Transit,1,3.70598955,,,,293.708458,41.615135,6068,1.11,1.16,,2.67
2847,Kepler-558,Transit,1,29.00790538,,,,284.657888,42.652676,5242,0.85,0.81,,2.37
2848,Kepler-559,Transit,1,17.58752333,,,,296.636834,43.802792,5630,0.96,0.95,,3.61
2849,Kepler-56,Transit,3,10.5016,0.1028,,0.442,293.758347,41.871869,4840,1.32,4.23,22.1,6.51
2850,Kepler-56,Transit,3,21.40239,0.1652,,1.06,293.758347,41.871869,4840,1.32,4.23,181,9.8
2851,Kepler-56,Radial Velocity,3,1002,2.16,0.2,,293.758347,41.871869,4840,1.32,4.23,,
2852,Kepler-560,Transit,1,18.47764449,,,,300.206095,45.018147,3556,0.34,0.33,,1.72
2853,Kepler-561,Transit,2,58.3620495,,,,293.747096,45.10722,5646,0.96,0.94,,6.96
2854,Kepler-561,Transit,2,5.35016198,,,,293.747096,45.10722,5646,0.96,0.94,,2.68
2855,Kepler-562,Transit,1,18.00931444,,,,290.119627,46.273811,5575,0.93,0.9,,5.21
2856,Kepler-563,Transit,1,22.18432708,,,,292.446272,46.289776,5066,0.8,0.77,,3.09
2857,Kepler-564,Transit,1,3.75083228,,,,296.838379,46.626404,5626,0.95,0.92,,4.63
2858,Kepler-565,Transit,1,4.24374723,,,,283.617946,47.196686,5735,0.98,0.95,,3.64
2859,Kepler-566,Transit,1,18.42794624,,,,291.554496,47.81448,5132,0.83,0.79,,2.15
2860,Kepler-567,Transit,1,16.54297375,,,,297.672615,48.302315,5148,0.84,0.79,,2.25
2861,Kepler-568,Transit,1,11.02347475,,,,298.105708,48.40115,3768,0.55,0.53,,2.26
2862,Kepler-569,Transit,1,34.18890521,,,,283.507278,48.552605,5616,0.95,0.93,,3.16
2863,Kepler-57,Transit,2,5.7293196,,,,293.641285,44.65704,5145,0.83,0.73,5994.02,2.19
2864,Kepler-57,Transit,2,11.6092567,,,,293.641285,44.65704,5145,0.83,0.73,2208.83,1.55
2865,Kepler-570,Transit,1,4.301662,,,,290.437586,48.791885,5496,0.93,0.9,,2.45
2866,Kepler-571,Transit,1,4.79859939,,,,286.55102,49.418743,5527,0.93,0.9,,2.64
2867,Kepler-572,Transit,1,17.20523483,,,,291.221081,50.581303,5212,0.83,0.79,,2.58
2868,Kepler-573,Transit,1,22.18329658,,,,289.521162,51.237316,5746,0.99,1.02,,2.79
2869,Kepler-574,Transit,1,7.65880414,,,,290.247043,52.149136,5612,0.95,0.91,,2.39
2870,Kepler-575,Transit,1,9.37891944,,,,286.963889,37.8297,5710,0.97,0.95,,2.39
2871,Kepler-576,Transit,1,29.91136794,,,,295.18292,38.654231,5672,0.99,0.97,,3.27
2872,Kepler-577,Transit,1,25.69578251,,,,294.711927,39.073762,4984,0.78,0.73,,2.55
2873,Kepler-578,Transit,1,1.6168837,,,,288.75495,39.563656,5334,0.87,0.83,,2
2874,Kepler-579,Transit,1,9.66857723,,,,295.002039,39.952923,5636,0.99,0.96,,2
2875,Kepler-58,Transit,3,10.2184954,,,,296.358649,39.115194,6099,0.95,1.13,441.77,2.78
2876,Kepler-58,Transit,3,15.5741568,,,,296.358649,39.115194,6099,0.95,1.13,696.02,2.86
2877,Kepler-58,Transit,3,40.101371,0.236,,,296.358649,39.115194,6099,0.95,1.13,,2.94
2878,Kepler-580,Transit,1,8.22241966,,,,283.499815,40.552805,4298,0.67,0.64,,2.57
2879,Kepler-581,Transit,1,40.6069821,,,,295.432782,40.648247,5772,1,1,,2.63
2880,Kepler-582,Transit,1,18.49235668,,,,297.503687,41.057021,5564,0.93,0.91,,3.68
2881,Kepler-583,Transit,1,6.5100253,,,,282.11133,42.354504,5523,0.94,0.91,,2.28
2882,Kepler-584,Transit,1,35.1810304,,,,288.230593,42.413624,6195,1.17,1.24,,4.21
2883,Kepler-585,Transit,1,2.75235975,,,,286.528499,43.873405,5593,0.96,0.93,,2.83
2884,Kepler-586,Transit,1,2.10472218,,,,293.05722,45.551193,5575,0.94,0.92,,2.79
2885,Kepler-587,Transit,1,10.94027841,,,,288.67069,47.399143,5549,0.92,0.89,,2.23
2886,Kepler-588,Transit,1,4.22162536,,,,284.25721,47.688953,5835,1.01,1,,2.63
2887,Kepler-589,Transit,1,16.54964934,,,,280.641367,47.751954,5296,0.88,0.83,,2.27
2888,Kepler-59,Transit,2,11.8681707,,,,287.039503,46.640129,6074,1.04,0.94,651.52,1.1
2889,Kepler-59,Transit,2,17.9801235,,,,287.039503,46.640129,6074,1.04,0.94,435.41,1.98
2890,Kepler-590,Transit,1,5.85296257,,,,296.385544,48.233448,6000,1.1,1.15,,4.02
2891,Kepler-591,Transit,1,81.1694299,,,,286.024025,48.43177,5677,0.97,0.94,,3.39
2892,Kepler-592,Transit,1,2.82019241,,,,285.790685,48.683262,5913,1.04,1.04,,2.39
2893,Kepler-593,Transit,1,21.21708973,,,,294.951451,48.651188,5967,1.08,1.1,,2.87
2894,Kepler-594,Transit,1,13.64618192,,,,288.921586,49.762035,5485,0.91,0.87,,2.18
2895,Kepler-595,Transit,1,25.30292332,,,,294.570393,50.673023,5247,0.87,0.83,,3.81
2896,Kepler-596,Transit,1,21.30022655,,,,289.500676,51.68573,6267,1.21,1.32,,3.46
2897,Kepler-597,Transit,1,13.02365861,,,,293.470106,39.252808,5683,0.97,0.95,,2.37
2898,Kepler-598,Transit,1,3.70175428,,,,293.123423,40.934766,5307,0.87,0.86,,1.5
2899,Kepler-599,Transit,1,15.65562652,,,,285.911509,41.069443,5127,0.83,0.79,,2.84
2900,Kepler-6,Transit,1,3.2346996,0.04852,,0.4,296.837254,48.239964,5647,1.21,1.39,212.31044,14.617
2901,Kepler-60,Transit,3,7.1334,,,4.62,288.961242,42.265011,5905,1.04,1.26,4.19,1.71
2902,Kepler-60,Transit,3,8.9187,,,3.06,288.961242,42.265011,5905,1.04,1.26,3.85,1.9
2903,Kepler-60,Transit,3,11.8981,,,2.91,288.961242,42.265011,5905,1.04,1.26,4.16,1.99
2904,Kepler-600,Transit,1,23.67517607,,,,283.833059,41.978649,5279,0.84,0.81,,2.9
2905,Kepler-601,Transit,1,5.37886844,,,,282.004612,42.176533,5160,0.85,0.79,,1.9
2906,Kepler-602,Transit,1,15.28469497,,,,296.031983,42.141949,6062,1.08,1.13,,2.09
2907,Kepler-603,Transit,3,21.05358596,,,,294.280982,42.29097,5808,1.01,1.01,,2.65
2908,Kepler-603,Transit,3,127.9075774,,,,294.280982,42.29097,5808,1.01,1.01,,6.5
2909,Kepler-603,Transit,3,6.2171292,,,,294.280982,42.29097,5808,1.01,1.01,,1.32
2910,Kepler-604,Transit,1,25.85501786,,,,292.316017,42.626255,5890,1.02,1.03,,2.59
2911,Kepler-605,Transit,2,3.38353807,,,,287.295436,43.279873,5462,0.91,0.88,,1.44
2912,Kepler-605,Transit,2,2.35895152,,,,287.295436,43.279873,5462,0.91,0.88,,0.86
2913,Kepler-606,Transit,1,24.31575992,,,,292.427378,44.381268,6161,1.13,1.22,,3.31
2914,Kepler-607,Transit,1,0.6381632,,,,291.057206,44.632381,5196,0.84,0.8,,0.87
2915,Kepler-608,Transit,1,6.41251504,,,,293.882931,44.638096,5820,1,1.01,,3.64
2916,Kepler-609,Transit,1,6.52121067,,,,292.220313,44.700031,5971,1.09,1.14,,3.35
2917,Kepler-61,Transit,1,59.87756,,0.25,,295.304508,42.47529,4017,0.64,0.62,,2.15
2918,Kepler-610,Transit,2,6.99692655,,,,293.171343,45.065605,5943,1.1,1.13,,4.19
2919,Kepler-610,Transit,2,151.86392,,,,293.171343,45.065605,5943,1.1,1.13,,3.3
2920,Kepler-611,Transit,1,2.4370333,,,,286.004962,45.480392,5761,1.01,1.01,,1.65
2921,Kepler-612,Transit,1,3.72215641,,,,291.354639,45.747898,5693,0.98,0.96,,2.84
2922,Kepler-613,Transit,1,15.77979614,,,,282.786824,46.244992,5723,0.98,0.96,,2.29
2923,Kepler-614,Transit,1,14.03491514,,,,298.384823,46.276043,5268,0.85,0.81,,2.39
2924,Kepler-615,Transit,1,10.35584657,,,,282.450603,46.321404,4655,0.73,0.69,,1.74
2925,Kepler-616,Transit,2,9.99761851,,,,294.989131,46.838329,5753,0.98,0.97,,2.43
2926,Kepler-616,Transit,2,90.4113556,,,,294.989131,46.838329,5753,0.98,0.97,,3.41
2927,Kepler-617,Transit,1,1.68269615,,,,283.74071,47.516293,3712,0.51,0.48,,1.32
2928,Kepler-618,Transit,1,3.59576964,,,,286.249817,48.06094,5860,1.05,1.08,,2.6
2929,Kepler-619,Transit,2,5.4042722,,,,290.849058,48.416016,5980,1.09,1.11,,3.16
2930,Kepler-619,Transit,2,1.20846503,,,,290.849058,48.416016,5980,1.09,1.11,,1.69
2931,Kepler-62,Transit,5,5.714932,0.0553,,,283.212747,45.349865,4925,0.69,0.64,9,1.31
2932,Kepler-62,Transit,5,12.4417,0.0929,,,283.212747,45.349865,4925,0.69,0.64,4,0.54
2933,Kepler-62,Transit,5,18.16406,0.12,,,283.212747,45.349865,4925,0.69,0.64,14,1.95
2934,Kepler-62,Transit,5,122.3874,0.427,,,283.212747,45.349865,4925,0.69,0.64,36,1.61
2935,Kepler-62,Transit,5,267.291,0.718,,,283.212747,45.349865,4925,0.69,0.64,35,1.41
2936,Kepler-620,Transit,1,12.91375431,,,,291.159391,51.334866,6155,1.15,1.22,,3.32
2937,Kepler-621,Transit,1,2.62811375,,,,290.927286,39.914145,4521,0.72,0.68,,2.3
2938,Kepler-622,Transit,1,14.28226676,,,,284.478472,40.93311,4201,0.64,0.61,,2.13
2939,Kepler-623,Transit,1,9.07097734,,,,296.986721,47.47739,5443,0.9,0.86,,3.01
2940,Kepler-624,Transit,1,14.58649607,,,,295.193389,39.539677,6117,1.1,1.18,,2.31
2941,Kepler-625,Transit,2,7.75192492,,,,292.150459,39.637581,5789,1.04,0.96,,1.99
2942,Kepler-625,Transit,2,4.1653651,,,,292.150459,39.637581,5789,1.04,0.96,,1.05
2943,Kepler-626,Transit,1,14.48585199,,,,288.698651,39.708288,5813,1.01,1.05,,2.29
2944,Kepler-627,Transit,1,40.6994443,,,,292.104279,39.767914,6424,1.3,1.49,,3.73
2945,Kepler-628,Transit,1,15.4580567,,,,290.449257,39.854802,5721,1,1.28,,8.4
2946,Kepler-629,Transit,1,7.2385854,,,,289.417832,39.945013,5444,0.93,0.84,,1.38
2947,Kepler-63,Transit,1,9.4341505,0.08,0.45,3,289.226179,49.548203,5576,0.98,0.9,120,6.11
2948,Kepler-630,Transit,1,161.4743937,,,,293.427043,39.942437,5829,1.02,1.04,,3.18
2949,Kepler-631,Transit,1,17.97979059,,,,296.885757,40.228233,6185,1.24,1.33,,2.9
2950,Kepler-632,Transit,1,30.99660733,,,,297.252613,40.288605,5322,0.91,0.84,,2.21
2951,Kepler-633,Transit,1,8.50340718,,,,295.217437,40.592251,5899,1.02,1.15,,1.63
2952,Kepler-634,Transit,1,5.16950177,,,,291.195065,40.702706,6075,1.03,1.24,,1.89
2953,Kepler-635,Transit,1,23.44971004,,,,289.773247,40.800724,6174,1.33,1.51,,2.64
2954,Kepler-636,Transit,1,16.08066115,,,,293.591889,41.095161,5203,0.85,0.8,,4.45
2955,Kepler-637,Transit,1,23.20584623,,,,292.417233,41.416882,6096,1.64,2.56,,4.75
2956,Kepler-638,Transit,1,6.07972888,,,,284.919429,41.617195,5382,0.88,0.93,,1.83
2957,Kepler-639,Transit,1,10.21420496,,,,292.186888,41.727039,5896,1.14,1.29,,2.38
2958,Kepler-640,Transit,1,22.24813967,,,,296.032191,42.13168,5653,1.01,0.94,,2.56
2959,Kepler-641,Transit,1,9.48961571,,,,291.823482,42.516216,5713,1.02,1.13,,1.85
2960,Kepler-642,Transit,1,4.41745855,,,,293.834559,42.624962,6570,1.4,1.66,,2.9
2961,Kepler-643,Transit,1,16.33889626,,,,290.327325,42.898281,4908,1,2.52,,10.16
2962,Kepler-644,Transit,1,3.1739171,,,,295.475743,43.493137,6747,1.49,1.81,,3.15
2963,Kepler-645,Transit,1,3.27582262,,,,290.322766,44.035809,6170,1.13,1.21,,2.1
2964,Kepler-646,Transit,1,15.87364565,,,,290.471339,44.387085,5634,0.93,0.91,,1.99
2965,Kepler-647,Transit,1,16.2254649,,,,284.788295,44.591675,6020,1.03,1.07,,1.17
2966,Kepler-648,Transit,1,17.4211749,,,,283.899655,45.016888,5741,1.05,0.98,,3.22
2967,Kepler-649,Transit,1,29.90722674,,,,285.655936,45.079556,5871,0.97,0.94,,2.26
2968,Kepler-65,Transit,3,2.15491,0.035,,,288.6887,41.151173,6211,1.25,1.41,,1.42
2969,Kepler-65,Transit,3,5.859944,0.068,,,288.6887,41.151173,6211,1.25,1.41,,2.58
2970,Kepler-65,Transit,3,8.13123,0.084,,,288.6887,41.151173,6211,1.25,1.41,,1.52
2971,Kepler-650,Transit,1,3.03214559,,,,289.000875,45.15427,5849,1.08,1.35,,2.96
2972,Kepler-651,Transit,1,21.38521506,,,,287.33279,46.2035,5522,0.92,0.87,,2.37
2973,Kepler-652,Transit,1,4.18200253,,,,288.00811,46.473557,5490,0.97,0.88,,2.49
2974,Kepler-653,Transit,2,14.70748976,,,,282.21293,46.717819,5665,1.02,1.19,,1.95
2975,Kepler-653,Transit,2,0.90037648,,,,282.21293,46.717819,5665,1.02,1.19,,0.78
2976,Kepler-654,Transit,1,13.72465129,,,,297.068412,46.834278,5865,1.04,1.11,,2.07
2977,Kepler-655,Transit,1,46.4063358,,,,297.259092,46.843193,6170,1.15,1.24,,2.71
2978,Kepler-656,Transit,1,1.26025909,,,,288.327899,47.381592,5281,0.86,0.82,,3.12
2979,Kepler-657,Transit,1,24.54350418,,,,291.197299,47.3078,5808,1.01,1.01,,3.52
2980,Kepler-658,Transit,1,1.28707676,,,,282.98379,47.57859,4103,0.63,0.6,,1.63
2981,Kepler-659,Transit,1,17.671796,,,,287.608202,47.509686,4870,0.79,0.74,,2.5
2982,Kepler-66,Transit,1,17.815815,0.1352,,,293.981569,46.687748,5962,1.04,0.97,,2.8
2983,Kepler-660,Transit,1,9.27358194,,,,288.138262,47.724453,4779,0.75,0.71,,2.57
2984,Kepler-661,Transit,1,6.02930132,,,,283.710881,47.86327,4483,0.7,0.67,,3.07
2985,Kepler-662,Transit,1,21.67697486,,,,290.465134,47.92918,4897,0.79,0.74,,2.18
2986,Kepler-663,Transit,1,4.99678284,,,,297.808262,47.946671,5264,0.86,0.82,,2.6
2987,Kepler-664,Transit,1,2.52559332,,,,288.754887,48.2262,5754,1.01,1.02,,2.66
2988,Kepler-665,Transit,1,16.01310205,,,,297.02563,48.478596,4913,0.79,0.74,,2.6
2989,Kepler-666,Transit,1,4.49876092,,,,298.45684,48.791592,5887,1.03,1.05,,2.4
2990,Kepler-667,Transit,1,41.43962808,,,,295.555049,49.017342,5327,0.91,0.87,,4.73
2991,Kepler-668,Transit,1,8.35390639,,,,285.49925,49.277348,5352,0.87,0.82,,2.7
2992,Kepler-669,Transit,1,4.12554687,,,,291.936173,49.253986,6038,1.15,1.2,,4.83
2993,Kepler-67,Transit,1,15.7259,0.1171,,,294.153336,46.166438,5331,0.86,0.78,,2.94
2994,Kepler-670,Transit,1,2.81650485,,,,297.015468,49.225292,5709,0.99,0.99,,13.18
2995,Kepler-671,Transit,1,4.28095859,,,,294.265808,49.314091,5624,0.97,0.95,,2.69
2996,Kepler-672,Transit,1,38.3774623,,,,291.722008,49.480877,5627,0.95,0.92,,2.5
2997,Kepler-673,Transit,1,3.72873109,,,,290.785759,50.054119,5355,0.88,0.84,,6.54
2998,Kepler-674,Transit,1,2.24338185,,,,285.176211,50.149818,4192,0.6,0.57,,1.69
2999,Kepler-675,Transit,1,2.33743801,,,,293.833326,50.230354,4945,0.79,0.75,,2.44
3000,Kepler-676,Transit,1,11.59822172,,,,296.22197,50.287237,3701,0.51,0.49,,3.04
3001,Kepler-677,Transit,1,6.57531678,,,,290.098067,50.321609,5723,1,0.99,,5.38
3002,Kepler-678,Transit,1,7.27503724,,,,295.455293,50.49456,5520,0.94,0.91,,5.14
3003,Kepler-679,Transit,1,12.39358604,,,,296.021342,50.567783,5403,0.87,0.84,,3.01
3004,Kepler-68,Transit,3,5.39876,,0,,291.032305,49.040272,5793,1.19,1.28,6.3566,2.354
3005,Kepler-68,Transit,3,9.60504,,,,291.032305,49.040272,5793,1.19,1.28,7.2,1
3006,Kepler-68,Radial Velocity,3,625,,,,291.032305,49.040272,5793,1.19,1.28,267,
3007,Kepler-680,Transit,1,3.68992629,,,,291.62241,50.618237,5890,1.08,1.11,,2.42
3008,Kepler-681,Transit,1,26.39435646,,,,289.399721,51.250324,5021,0.8,0.76,,3.08
3009,Kepler-682,Transit,1,12.61190667,,,,289.112222,51.737381,5559,0.92,0.89,,7.37
3010,Kepler-683,Transit,1,2.53918318,,,,291.439982,37.905656,5703,0.96,0.95,,1.97
3011,Kepler-684,Transit,1,6.77030201,,,,290.870517,38.273635,5493,0.89,0.86,,3.36
3012,Kepler-685,Transit,1,1.6255222,,,,293.87193,38.422949,5963,1.11,1.16,,10.58
3013,Kepler-686,Transit,1,1.59474546,,,,285.213807,39.027485,5649,0.94,0.92,,12.15
3014,Kepler-687,Transit,1,20.50586978,,,,289.315452,39.153285,4841,0.77,0.73,,3.52
3015,Kepler-688,Transit,1,3.89593684,,,,294.655242,39.308366,5715,0.98,0.96,,9.76
3016,Kepler-689,Transit,1,22.36656079,,,,294.710624,39.521744,5518,0.91,0.88,,2.89
3017,Kepler-69,Transit,2,13.722341,0.094,0.16,,293.260938,44.868896,5638,0.81,0.93,,2.24
3018,Kepler-69,Transit,2,242.4613,0.64,0.14,,293.260938,44.868896,5638,0.81,0.93,,1.71
3019,Kepler-690,Transit,1,7.74809437,,,,294.489906,39.771446,5913,1.11,1.16,,5.95
3020,Kepler-691,Transit,1,8.114379,,,,288.812003,40.033398,3715,0.53,0.5,,2.09
3021,Kepler-692,Transit,1,21.81293494,,,,294.77684,40.153738,5440,0.9,0.86,,3.11
3022,Kepler-693,Transit,1,15.37563332,,,,283.253557,40.358196,4881,0.76,0.72,,10.18
3023,Kepler-694,Transit,1,6.36584161,,,,291.149507,40.420518,5700,0.97,0.95,,2.8
3024,Kepler-695,Transit,1,3.04033042,,,,299.316097,40.822362,5181,0.84,0.8,,9.21
3025,Kepler-696,Transit,1,4.19042557,,,,293.49661,41.137592,5903,1.06,1.08,,6.14
3026,Kepler-697,Transit,1,3.70987065,,,,283.86439,41.346458,5513,0.92,0.88,,4.13
3027,Kepler-698,Transit,1,16.32976218,,,,288.509997,41.301769,5612,0.94,0.91,,3.68
3028,Kepler-699,Transit,1,27.80756293,,,,296.888201,41.396091,5330,0.81,0.78,,14.11
3029,Kepler-7,Transit,1,4.8854892,0.06067,,0.14,288.581516,41.0898,5933,1.36,1.97,140.16303,18.181
3030,Kepler-700,Transit,1,80.8720639,,,,287.1543,41.565788,5692,0.98,0.96,,5.99
3031,Kepler-701,Transit,1,10.35533177,,,,288.994182,41.633278,5343,0.88,0.84,,2.84
3032,Kepler-702,Transit,1,10.52629406,,,,293.878112,41.66177,5419,0.9,0.86,,9.17
3033,Kepler-703,Transit,1,4.58352176,,,,299.186861,41.742682,6185,1.18,1.27,,8.2
3034,Kepler-704,Transit,1,3.76182115,,,,283.316391,41.83712,5616,0.97,0.96,,2.61
3035,Kepler-705,Transit,1,56.0560538,,,,289.508502,41.812107,3722,0.53,0.51,,2.11
3036,Kepler-706,Transit,1,41.40831347,,,,291.760406,41.944077,5394,0.87,0.84,,13.17
3037,Kepler-707,Transit,1,2.23749275,,,,290.00757,42.116459,5099,0.8,0.76,,1.33
3038,Kepler-708,Transit,1,3.16789194,,,,293.816466,42.212498,5692,0.97,0.96,,2.93
3039,Kepler-709,Transit,1,16.08524954,,,,292.105207,42.380318,5071,0.8,0.77,,2.92
3040,Kepler-710,Transit,1,4.34728553,,,,291.964161,42.696144,5611,0.94,0.91,,1.88
3041,Kepler-711,Transit,1,23.58914398,,,,297.460015,42.839924,5222,0.84,0.8,,3.41
3042,Kepler-712,Transit,2,21.02247699,,,,294.909734,42.935261,5148,0.84,0.78,,3.41
3043,Kepler-712,Transit,2,226.89047,,,,294.909734,42.935261,5148,0.84,0.78,,4.85
3044,Kepler-713,Transit,1,7.411141,,,,295.651502,43.029831,5785,0.98,0.99,,2.48
3045,Kepler-714,Transit,1,8.09888799,,,,282.699531,43.272743,5995,1.09,1.12,,9.67
3046,Kepler-715,Transit,1,10.00652995,,,,283.630767,43.379398,5871,1.04,1.04,,3.75
3047,Kepler-716,Transit,1,10.37168453,,,,290.393214,43.363899,5099,0.83,0.78,,2.9
3048,Kepler-717,Transit,1,4.40840023,,,,292.965535,43.34639,5485,0.88,0.85,,2.42
3049,Kepler-718,Transit,1,2.0523499,,,,299.561877,43.503559,6191,1.18,1.3,,16.56
3050,Kepler-719,Transit,1,5.00731778,,,,295.536136,43.884453,5777,0.99,0.98,,8.52
3051,Kepler-720,Transit,1,4.70832654,,,,298.635649,44.170944,5618,0.95,0.92,,8.41
3052,Kepler-721,Transit,1,5.39202539,,,,284.430506,44.480534,5075,0.82,0.78,,2.64
3053,Kepler-722,Transit,2,4.09357325,,,,290.263285,44.55645,5863,1.03,1.05,,2.63
3054,Kepler-722,Transit,2,105.144749,,,,290.263285,44.55645,5863,1.03,1.05,,2.82
3055,Kepler-723,Transit,1,4.08227507,,,,284.830468,44.658142,5539,0.92,0.89,,12.19
3056,Kepler-724,Transit,1,3.31494634,,,,293.454838,44.792797,5437,0.9,0.86,,3.29
3057,Kepler-725,Transit,1,39.64317811,,,,283.977492,44.811562,5363,0.88,0.84,,10.63
3058,Kepler-726,Transit,1,21.80451088,,,,291.717311,44.887306,5452,0.88,0.85,,3.26
3059,Kepler-727,Transit,1,5.15448442,,,,294.846908,45.034416,5441,0.89,0.86,,2.53
3060,Kepler-728,Transit,1,5.74347727,,,,291.092356,45.115528,5660,0.95,0.93,,3.34
3061,Kepler-729,Transit,1,3.16635371,,,,286.360112,45.414295,5633,0.94,0.91,,3.58
3062,Kepler-730,Transit,1,6.49168426,,,,285.554804,45.578857,5726,1,1.01,,9.21
3063,Kepler-731,Transit,1,3.85560355,,,,296.393174,45.568558,5849,1.03,1.06,,13.88
3064,Kepler-732,Transit,2,9.46781405,,,,283.732021,45.958771,3631,0.49,0.46,,2.18
3065,Kepler-732,Transit,2,0.89304124,,,,283.732021,45.958771,3631,0.49,0.46,,1.27
3066,Kepler-733,Transit,1,20.83424726,,,,293.018285,45.914692,5418,0.9,0.86,,2.82
3067,Kepler-734,Transit,1,6.10485286,,,,297.045638,46.027363,5326,0.85,0.78,,3.56
3068,Kepler-735,Transit,1,11.51516988,,,,284.688884,46.172249,5107,0.85,0.8,,2.95
3069,Kepler-736,Transit,1,3.60147201,,,,285.391321,46.180939,5217,0.86,0.81,,2.93
3070,Kepler-737,Transit,1,28.59915399,,,,291.862847,46.429256,3813,0.51,0.48,,1.96
3071,Kepler-738,Transit,1,24.58721573,,,,287.569664,46.567859,5327,0.86,0.82,,2.5
3072,Kepler-739,Transit,1,12.53248465,,,,290.067985,46.57914,5601,0.93,0.9,,3.32
3073,Kepler-74,Transit,1,7.340711,0.0781,0,0.88,293.092525,41.355523,6000,1.18,1.12,200.22,10.76
3074,Kepler-740,Transit,1,3.58410122,,,,286.482254,46.692451,5438,0.91,0.87,,4.57
3075,Kepler-741,Transit,1,7.03902374,,,,289.431703,46.617531,6129,1.16,1.24,,2.97
3076,Kepler-742,Transit,1,8.36086824,,,,283.866019,46.789589,4642,0.76,0.71,,3.24
3077,Kepler-743,Transit,1,3.17926292,,,,295.574168,42.806436,5486,0.94,0.85,,1.21
3078,Kepler-744,Transit,1,12.06222443,,,,296.496136,47.182865,5594,0.94,0.93,,1.62
3079,Kepler-745,Transit,1,9.93143556,,,,291.49943,37.059283,5849,1.04,1.04,,2.16
3080,Kepler-746,Transit,1,3.48159251,,,,290.682243,37.355117,5418,0.91,0.93,,1.11
3081,Kepler-747,Transit,1,35.61760587,,,,288.416503,41.029804,5096,0.82,0.78,,5.27
3082,Kepler-748,Transit,1,7.40742793,,,,292.262899,37.236992,5934,1.07,1.1,,2.52
3083,Kepler-749,Transit,1,17.31716585,,,,299.89723,43.903908,5009,0.79,0.75,,3.1
3084,Kepler-75,Transit,1,8.8849116,0.0818,0.57,11,291.137593,36.577386,5200,0.91,0.89,3209.9,11.77
3085,Kepler-750,Transit,2,9.42887179,,,,289.096874,44.004379,6160,1.15,1.23,,3.07
3086,Kepler-750,Transit,2,4.08899022,,,,289.096874,44.004379,6160,1.15,1.23,,1.62
3087,Kepler-751,Transit,1,17.44490636,,,,294.843831,44.077686,5387,0.87,0.84,,2.46
3088,Kepler-752,Transit,1,18.82747265,,,,292.268128,37.955654,5373,0.87,0.83,,2.81
3089,Kepler-753,Transit,1,5.74772501,,,,291.903273,37.902288,4346,0.68,0.65,,1.91
3090,Kepler-754,Transit,1,14.5596237,,,,293.254104,37.846192,5935,1.06,1.08,,2.01
3091,Kepler-755,Transit,2,1.26909037,,,,296.860998,41.097338,5043,0.82,0.77,,1.76
3092,Kepler-755,Transit,2,2.85313364,,,,296.860998,41.097338,5043,0.82,0.77,,1.26
3093,Kepler-756,Transit,1,1.22486632,,,,290.607939,41.201093,5282,0.82,0.79,,1.12
3094,Kepler-757,Transit,1,1.02267882,,,,296.680438,41.386515,6014,1.08,1.13,,1.36
3095,Kepler-758,Transit,4,12.1097104,,,,293.084606,41.135436,6228,1.16,1.42,,2.48
3096,Kepler-758,Transit,4,4.75793986,,,,293.084606,41.135436,6228,1.16,1.42,,1.69
3097,Kepler-758,Transit,4,20.4966197,,,,293.084606,41.135436,6228,1.16,1.42,,2.12
3098,Kepler-758,Transit,4,8.1934719,,,,293.084606,41.135436,6228,1.16,1.42,,1.53
3099,Kepler-759,Transit,1,41.805985,,,,290.131501,41.381498,5860,1.04,1.04,,2.27
3100,Kepler-76,Orbital Brightness Modulation,1,1.5449298,0.0274,,1.1,294.192118,39.619003,6409,1.2,1.32,638.8383,15.244
3101,Kepler-760,Transit,2,8.70419416,,,,287.593209,44.179417,5322,0.89,0.85,,3.06
3102,Kepler-760,Transit,2,2.46697439,,,,287.593209,44.179417,5322,0.89,0.85,,1.48
3103,Kepler-761,Transit,1,10.12804789,,,,290.503604,44.143581,5706,0.95,0.93,,2.03
3104,Kepler-762,Transit,1,3.7705521,,,,291.275634,47.329491,5944,1.06,1.08,,12.68
3105,Kepler-763,Transit,1,1.19655156,,,,292.144477,47.157352,5166,0.84,0.8,,1.22
3106,Kepler-764,Transit,1,7.33683936,,,,297.393183,47.164627,5557,0.92,0.89,,1.64
3107,Kepler-765,Transit,1,27.6655226,,,,283.184612,47.15567,5901,1.05,1.06,,2.43
3108,Kepler-766,Transit,1,6.10027804,,,,293.184531,37.969851,5992,1.1,1.15,,3.39
3109,Kepler-767,Transit,1,161.5280101,,,,291.579173,38.035828,5694,0.96,0.94,,6.64
